Name,Name_graph,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key,
Jesús Alcantar,Jesús Alcantar,Necaxa,2023/2024,163,Lateral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.11,0.12,6.64,1.4,19.37,9.96,0,6.09,24.11,0.55,7.19,1.66,2.77,33,0.32,0.44,3.32,38,3.32,100,2.21,0,14.39,4.77,3.87,0.55,0,28.6,1.11,8,0,0,0,0,0,9.96,54,1.66,75,50,6.64,3.32,21,40,-14,34.33,0,0,0,7.75,71,8.24,0,0.55,0,0.55,0,0.55,0.55,0,0,0,0,0,58,38,4,0,0,0,26.31,9.8,0.98,216,-16.52,25.89,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,1.11,8,0.02,0.02,-0.02,0,0,0.02,,
Jesús Alberto Angulo,Jesús Angulo,Tigres UANL,2023/2024,3697,Lateral,0.07,0.07,0.01,0.03,0.51,14,33,0,0,0.02,0,0.04,0.61,0,0.04,0.58,0,0,0.02,0.07,0.05,1.12,0.02,0.49,0.22,0.27,45,1.22,0,0.66,0.88,1.7,2.08,2.31,2.78,17.6,8.69,0.03,5.28,35.1,2.8,8.93,2.51,4.21,74,3.19,5.28,1.36,61,0.88,52,1.29,0,13.78,17.28,3.51,2.65,0.44,37.98,4.04,29,1.87,71,0.29,0,0,43.7,84,3.77,87,54,3.07,6.28,10,76,-8,45.43,4.99,0.3,0.34,36.69,96,3.8,7.89,1.02,0.78,0.24,0.07,0.58,1.36,0.22,19,0.22,36,0.07,26,66,7,34,58,7,22.32,20.96,0.91,98,-1.35,20.27,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4.12,29,0.17,0.06,0.06,-0.01,0,0.28,,
Jesús Gallardo,Jesús Gallardo,Monterrey,2023/2024,2356,Lateral,0.11,0.11,0.14,0.13,1.11,10,21,1,0,0.07,0.15,0.12,0.92,0.15,0.12,0.92,0,0,0,0.27,0.26,2.02,0.01,1.41,0.69,0.73,49,0.57,0,0.65,1.87,1.3,1.35,1.34,1.57,14.6,7.99,0.02,3.55,41.5,3.67,7.99,1.76,3.06,61,1.96,3.31,0.88,49,1.11,57,1.38,0.04,11.96,13.87,2.14,2.67,0.19,46.28,5.35,45,1.99,74,0.15,0,0,36.87,79,1.95,83,56,1.83,2.98,14,62,-17,56.13,3.86,0.5,0.56,30.53,93,4.89,11.12,0.96,0.84,0.11,0.42,2.6,3.44,0.04,32,0.61,31,0.5,17,67,16,13,65,22,19.1,17.97,0.96,100,-1.13,18.36,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4.98,38,0.11,0.08,0.04,-0.03,0,0.21,,
Jesús Rivas,Jesús Rivas,Pumas UNAM,2023/2024,1394,Lateral,0,0,0.02,0.04,0.45,0,0,0,0,0,0,0.07,0.9,0,0.07,0.9,0,0,0,0,0.08,1.36,-0.08,0.97,0.52,0.45,53,0.45,0,0.13,1.1,1.42,1.33,2.13,1.79,17.24,8.59,0.03,3.16,34.95,2.45,6.91,2.71,4.13,71,2.24,3.57,1.16,63,1.1,45,0.58,0,13.43,11.09,1.87,2,0.06,38.35,4.07,30,1.36,68,0.13,0,0,32.02,77,2.58,12,54,2.52,4.39,9,82,6,49.64,2.71,0.24,0.3,27.31,96,3.69,5.81,1.03,0.97,0.06,0.13,0.97,1.94,0.06,56,0.77,43,0.26,27,58,16,22,62,16,21.55,20.83,0.93,97,-0.72,19.96,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4.34,29,0.08,0.04,0.06,-0.02,0,0.16,,
Jesús Sánchez,Jesús Sánchez,Guadalajara,2023/2024,369,Lateral,0,0,0.02,0.08,0.24,0,0,0,0,0,0,0.01,0.49,0,0.01,0.24,0,0.01,0.24,0,0.03,0.73,-0.03,0.24,0.24,0,100,0.24,0,0,0.24,1.71,1.33,2.2,2.33,22.22,12.7,0.02,4.88,36.14,2.69,9.52,4.64,6.35,70,4.56,5.89,1.46,50,1.95,50,1.71,0,16.11,16.56,2.93,2.44,0.24,38.75,3.91,24,1.71,70,0.49,0,0,37.11,76,2.2,26,31,3.17,6.1,16,71,-5,49.44,5.62,0.43,0.45,28.08,99,2.94,8.55,0.73,0.24,0.49,0,0.49,0.73,0,0,0,0,0,34,59,8,34,51,14,21.83,20.74,0.85,86,-1.09,18.66,17.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,4.61,31,0.15,0.06,-0.01,-0.03,0,0.18,,
Jesús Ángel Garza García,Jesús Ángel Garza García,Tigres UANL,2023/2024,1168,Lateral,0,0,0.01,0.04,0.39,0,0,0,0,0,0.15,0.1,0.92,0.15,0.1,0.92,0,0,0,0.15,0.11,1.31,0.04,0.54,0.23,0.31,43,0.77,0,0.69,1.39,1.54,1.75,2.31,2.43,18.64,9.86,0.02,4.01,35.8,2.08,6.01,2.54,4.08,69,2.97,4.72,1.62,44,1.16,57,0.92,0,14.48,16.5,2.85,3.24,0.46,39.95,4.47,31,1.85,57,0.23,0,0,37.75,83,2,10,54,2.77,3.24,10,75,-8,52.07,3.47,0.53,0.58,34.28,94,4.02,10.4,1.08,0.85,0.23,0.15,0.62,1.46,0.15,50,0.69,31,0.23,27,58,14,27,55,19,18.4,16.19,0.94,105,-2.21,17.28,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,4.16,28,0.16,0.06,0.06,-0.01,0,0.27,,
Jonathan Perlaza,Jonathan Perlaza,Querétaro,2023/2024,315,Lateral,0,0,0,0.01,0.29,0,0,1,0,0,0,0.03,0.57,0,0.01,0.29,0,0.02,0.29,0,0.03,0.86,-0.03,1.14,1.14,0,100,0.86,0,0.57,1.14,3.15,2.02,1.72,1.08,18.3,7.72,0,4.86,32.79,4,9.44,4,7.15,78,2.81,4.83,0.86,57,1.14,75,0.86,0,13.44,8.93,3.43,2.57,0.29,34.15,3.43,26,1.43,56,0.29,0,0,30.88,64,1.14,97,19,1.72,6,8,45,-19,48.38,4.29,0.17,0.17,24.31,94,4.7,6,0.57,0,0.57,0.29,0.57,0.57,0,0,0.57,25,0.29,41,52,7,33,52,14,22.9,12.63,0.81,102,-10.27,18.6,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,4.66,35,0.11,0.01,0.08,-0.01,0,0.18,,
Jorge Alejandro Rodríguez Hernández,Jorge Alejandro Rodríguez Hernández,Necaxa,2023/2024,1553,Lateral,0,0,0.03,0.04,0.7,0,17,1,0,0.01,0,0.05,0.46,0,0.05,0.41,0,0,0.06,0,0.08,1.16,-0.08,0.75,0.41,0.35,54,1.04,0,0.46,0.98,2.26,1.14,3.07,1.64,18.83,8.57,0.04,3.88,32.64,2.72,7.59,2.38,4.64,67,1.15,2.28,1.33,47,1.16,53,1.62,0,15.18,7.2,2.26,2.03,0.17,36.02,3.71,24,1.22,60,0.46,0,0,20.51,67,1.8,88,39,3.53,4.11,12,43,-24,49.2,3.19,0.16,0.18,16.34,93,4.94,3.59,0.93,0.46,0.46,0.12,0.81,1.27,0,31,0.41,30,0.17,41,51,8,27,66,6,21.73,20.43,0.87,81,-1.29,18.91,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,2.76,24,0.13,0.05,0.03,-0.02,0,0.2,,
Josué Díaz González,Josué Díaz González,Cruz Azul,2023/2024,54,Lateral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.66,0,100,1.66,0,0,0,1.66,1.29,1.66,1.29,24.95,14.97,0,3.33,35.75,4.99,6.65,0,1.66,0,0,1.29,3.33,0,0,0,0,0,21.63,16.76,3.33,3.33,0,38.44,4.99,23,3.33,100,0,0,0,28.28,76,0,92,0,1.66,4.99,5,100,24,46.4,3.33,0.08,0.08,26.62,100,3.8,4.99,0,0,0,0,0,0,0,0,0,0,0,29,62,10,33,33,33,21.37,10.42,0.73,100,-10.95,15.57,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,2.33,61,-0.06,0.04,0,0,0,-0.01,,
José Abella Juárez,José Abella,Juárez,2023/2024,1042,Lateral,0,0,0.03,0.08,0.43,0,60,0,0,0.01,0,0.05,0.69,0,0.04,0.6,0,0.01,0.09,0,0.08,1.12,-0.08,0.26,0,0.26,0,0.52,0.09,0.35,0.86,0.6,0.48,4.23,2.76,14.42,7.51,0.02,4.92,32.98,2.76,6.13,1.99,2.59,57,1.57,2.04,0.69,54,1.47,56,1.73,0,11.74,9.82,2.24,1.81,0.17,38.62,3.45,29,1.12,62,0.09,0,0,33.93,72,2.76,12,41,4.75,6.22,9,72,0,52.42,5.44,0.19,0.2,26.42,95,3.6,8.63,0.69,0.43,0.26,0.17,0.86,1.3,0.09,13,0.26,13,0.17,32,59,9,31,57,12,22.05,17.85,0.9,100,-4.21,19.79,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,4.03,30,0.14,0.1,0.04,-0.01,0,0.27,,
José Abella Atlas,José Abella,Atlas,2023/2024,1731,Lateral,0,0,0.01,0.03,0.31,0,50,0,0,0.03,0,0.06,0.78,0,0.06,0.62,0,0,0.16,0,0.07,1.09,-0.07,0.47,0.26,0.21,56,0.78,0,0.31,0.73,1.56,1.81,2.44,2.65,14.45,6.97,0.01,4,35.66,1.82,5.2,2.03,3.59,59,2.3,4.11,0.83,43,1.4,41,0.83,0,11.64,13.5,2.55,2.24,0.31,39.8,3.53,30,1.4,63,0.16,0,0,38.73,79,5.46,13,63,3.12,7.95,9,73,-6,53.03,5.25,0.4,0.44,30.88,97,3.26,9.93,1.92,1.14,0.78,0.1,0.73,1.87,0.31,32,0.78,38,0.16,30,60,10,32,55,13,22.82,19.18,0.93,102,-3.64,21.15,19.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,5,37,0.2,0,0.05,0.01,0,0.27,,
José Castillo Guadalajara,José Castillo,Guadalajara,2023/2024,981,Lateral,0,0,0.02,0.07,0.28,0,0,0,0,0,0,0.02,0.37,0,0.02,0.28,0,0,0.09,0,0.04,0.64,-0.04,0.46,0.18,0.28,40,0.37,0,0.46,1.1,0.64,0.65,2.29,2.21,13.57,5.23,0.05,2.84,39.76,2.57,8.16,1.56,2.2,85,1.47,2.12,1.01,67,0.28,63,1.56,0,11.1,11.15,2.11,2.2,0.09,45,4.22,38,1.93,88,0.28,0,0,34.21,80,1.65,24,46,2.93,2.93,11,60,-21,52.68,3.49,0.22,0.24,27.7,95,3.76,9.81,0.73,0.55,0.18,0,0.28,0.83,0.18,38,0.28,21,0,30,57,13,32,50,19,18.62,20.21,0.91,103,1.58,17.01,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,2.88,22,0.11,0.04,0.04,-0.03,0,0.16,,
José Castillo Pachuca,José Castillo,Pachuca,2023/2024,834,Lateral,0,0,0.09,0.09,0.97,0,11,0,0,0,0.11,0.11,1.08,0.11,0.11,1.08,0,0,0,0.11,0.2,2.05,-0.09,0.76,0.22,0.54,29,0.76,0,1.4,0.97,1.4,1.37,2.59,2.28,18.89,9.28,0.05,6.15,37.64,3.56,10.47,2.16,3.56,87,1.94,3.31,1.4,93,0.32,65,3.45,0,15.33,15.18,4.1,2.7,0.54,42.72,5.51,36,1.62,60,0.11,0,0,43.51,76,3.02,6,46,3.56,5.61,15,57,-19,54.49,7.23,0.37,0.48,35.3,94,4.65,13.28,1.08,0.86,0.22,0.65,2.81,3.67,0,70,1.3,46,0.65,35,56,8,37,51,12,19.38,18.69,0.91,89,-0.7,17.72,16.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,5.39,30,0.26,0.07,0.11,-0.05,0,0.38,,
José Lozano,José Lozano,Atlas,2023/2024,1862,Lateral,0.1,0.1,0.04,0.05,0.82,12,47,1,0,0.08,0.1,0.08,0.58,0.1,0.08,0.58,0,0,0,0.19,0.12,1.4,0.07,0.97,0.43,0.53,45,0.92,0,0.97,2.27,0.82,0.77,1.88,1.89,14.69,6.48,0.03,3,37.03,2.75,7.35,1.45,2.27,71,1.32,2.1,1.59,56,0.58,56,1.74,0.05,11.7,11.01,1.69,2.13,0.14,41.31,4.3,37,1.5,70,0.39,0,0,31.08,74,1.21,84,36,2.46,2.75,15,67,-6,50.95,2.95,0.33,0.37,28.08,90,4.04,6.96,1.16,0.72,0.43,0.05,1.45,2.17,0.14,46,0.58,28,0.24,29,58,13,22,56,22,18.46,17.3,0.89,90,-1.15,16.51,15.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,4.09,29,0.12,0.04,0,0.03,0,0.18,,
José Madueña,José Madueña,Mazatlán,2023/2024,1425,Lateral,0.06,0.06,0.03,0.08,0.38,17,50,0,0,0.06,0,0.09,0.51,0,0.09,0.51,0,0,0,0.06,0.12,0.88,-0.05,0.57,0.38,0.19,67,1.14,0,0.95,1.33,1.58,1.52,2.34,2.3,12.57,6,0.01,2.97,36.35,2.65,7.39,1.77,3.35,78,1.73,3.25,1.64,56,0.51,48,0.82,0,9.16,8.27,1.71,1.58,0.19,42.6,3.79,41,1.2,76,0.13,0,0.06,32.47,85,1.64,16,65,2.4,2.46,11,64,-21,49.78,4.17,0.29,0.44,27.92,93,3.89,7.2,0.38,0.32,0.06,0.13,0.76,1.07,0,50,0.32,36,0.19,23,66,11,22,64,14,17.45,12.76,0.97,109,-4.69,16.99,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,2.94,25,0.11,0.04,-0.06,0.03,0,0.12,,
Juan Manuel Sanabria,Juan Manuel Sanabria,Atlético San Luis,2023/2024,3738,Lateral,0.02,0.02,0.06,0.06,1.01,2,19,1,0,0.03,0.22,0.16,1.73,0.14,0.11,1.04,0.07,0.06,0.7,0.24,0.22,2.74,0.02,1.06,0.51,0.55,48,0.67,0,0.58,1.35,1.16,1.27,2.67,2.92,15.96,7.3,0.02,4.43,35.18,2.67,7.13,2.12,3.27,69,2.3,3.57,1.18,51,0.96,66,1.37,0.02,12.71,13.47,2.53,2.6,0.36,39.82,4.09,32,1.66,64,0.19,0,0,39.95,78,2.99,87,44,3.32,6.07,12,69,-9,49.62,3.44,0.4,0.48,34.6,95,4.17,8.36,2,1.04,0.96,0.22,1.71,2.74,0.07,30,0.79,29,0.29,19,69,11,19,69,12,21.03,17.59,0.9,94,-3.44,18.98,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,6.35,44,0.17,0.06,0.04,-0.03,0,0.24,,
Kevin Ortega Atlético San Luis,Kevin Ortega,Atlético San Luis,2023/2024,10,Lateral,0,0,0,0,0,0,0,0,0,0,0,0.2,9.38,0,0.2,9.38,0,0,0,0,0.2,9.38,-0.2,0,0,0,0,0,0,0,9.38,0,0,0,0,93.75,56.25,0,18.75,37.6,9.38,9.38,9.38,9.38,100,3.63,3.63,28.13,0,0,0,0,0,56.25,21.79,18.75,9.38,0,41.43,28.13,50,9.38,100,0,0,0,28.13,75,0,0,0,0,9.38,0,0,0,51.56,0,1.67,1.67,28.13,100,2.78,9.38,9.38,9.38,0,0,0,9.38,0,0,0,0,0,50,50,0,100,0,0,29.6,0,0.73,0,0,21.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.13,100,0.41,0.25,-0.15,0,0,0.51,,
Kevin Álvarez,Kevin Álvarez,América,2023/2024,2406,Lateral,0.04,0.04,0.07,0.09,0.79,5,29,1,0,0.05,0.15,0.15,1.12,0.15,0.15,1.12,0,0,0,0.19,0.22,1.91,-0.04,1.57,0.79,0.79,50,0.86,0,1.12,1.98,0.9,1.19,1.87,2.38,13.84,5.57,0.01,3.4,38.63,2.69,6.66,2.09,2.99,72,2.7,3.88,1.31,55,0.82,61,1.05,0.07,10.44,12.46,1.98,2.66,0.22,44.75,4.34,42,1.8,68,0.19,0.04,0,41.04,83,2.62,10,56,2.24,4.34,15,81,-2,53.94,4.86,0.44,0.56,39.2,93,5.18,12.31,0.97,0.9,0.07,0.3,1.8,2.69,0.07,62,1.08,41,0.34,19,63,17,19,58,24,19.02,15.94,0.94,102,-3.08,17.91,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4.75,31,0.13,0.1,0.04,0.01,0,0.28,,
Leonardo Sepulveda Morales,Leonardo Sepulveda Morales,Guadalajara,2023/2024,461,Lateral,0,0,0,0,0,0,0,0,0,0,0,0.01,0.39,0,0.01,0.39,0,0,0,0,0.01,0.39,-0.01,0.2,0.2,0,100,0,0,0.39,0.39,0.39,0.16,2.34,1.58,16.8,11.13,0.03,5.08,32.73,1.56,6.64,2.15,2.54,69,1.39,1.55,1.37,38,0.98,75,0.59,0,13.28,11.12,3.13,1.56,0.2,36.2,2.73,21,0.78,50,0.2,0,0.2,35.16,83,2.15,72,46,3.13,3.91,9,65,-18,43.67,2.73,0.07,0.07,29.11,97,3.85,4.69,0.78,0.78,0,0,0,0.78,0,25,0.2,50,0,32,60,8,54,38,8,21.6,22.33,0.91,93,0.73,19.57,20.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,2.27,21,0.1,0.04,0.05,0,0,0.19,,
Luis Fuentes,Luis Fuentes,América,2023/2024,1980,Lateral,0,0,0.02,0.05,0.36,0,0,0,0,0,0,0.04,0.45,0,0.02,0.36,0,0.03,0.09,0,0.06,0.82,-0.06,0.41,0.09,0.32,22,1.05,0,0.5,0.73,1.41,1.57,2.18,2.59,12.32,6.23,0.03,4.73,29.41,1.82,6.77,1.82,3.23,69,1.99,3.56,0.68,53,0.82,52,1.14,0,9.86,11.62,2.91,1.18,0.18,33.41,2.05,21,0.45,38,0.05,0,0,44.08,88,1.77,85,49,2.36,3.41,8,78,-10,47.02,4.23,0.59,0.61,36.36,97,3.16,9.73,0.59,0.45,0.14,0,0.68,1.14,0.05,31,0.18,15,0.09,32,58,10,26,56,18,18.03,16.33,0.93,90,-1.7,16.72,14.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,5.2,32,0.12,0.03,0.07,-0.02,0,0.2,,
Luis Mario Iturbide Vázquez,Luis Mario Iturbide Vázquez,Cruz Azul,2023/2024,47,Lateral,0,0,0.53,0.14,3.82,0,100,6,0,1.65,0,0,0,0,0,0,0,0,0,0,0.53,3.82,-0.53,0,0,0,0,0,0,3.82,0,5.72,4.44,3.82,2.96,24.81,11.45,0,1.91,36.94,3.82,15.27,0,5.72,0,0,4.44,5.72,0,0,75,5.72,0,19.08,14.79,1.91,1.91,0,38.76,3.82,20,1.91,100,1.91,0,0,28.62,75,0,10,0,3.82,1.91,35,57,-18,46.03,3.82,0.79,0.79,20.99,91,2.61,7.63,0,0,0,0,1.91,1.91,0,0,0,0,0,40,55,5,0,100,0,16.69,15.1,0.99,122,-1.59,16.55,18.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,-0.01,0,0.25,1.35,0,1.58,,
Luis Reyes,Luis Reyes,Atlas,2023/2024,2164,Lateral,0.08,0.08,0.03,0.04,0.79,11,26,1,0,0.07,0.08,0.14,1.62,0.04,0.1,1.08,0.04,0.05,0.54,0.17,0.18,2.41,-0.01,0.91,0.58,0.33,64,1.08,0,0.62,1,1.25,1.14,2,2.28,14.72,7.94,0.03,3.49,35.34,2.58,6.86,2.25,3.49,75,2.35,3.49,0.58,47,0.75,44,0.83,0,11.89,12.11,2.33,1.62,0.29,40.13,3.91,33,1.16,72,0,0,0,37.89,77,3.78,96,43,2.45,8.32,10,78,1,50.17,5.49,0.37,0.43,31.98,96,3.61,8.4,1.87,0.91,0.96,0.12,1.04,1.95,0,51,1.29,32,0.21,29,62,8,32,62,6,22.27,19.55,0.87,96,-2.71,19.34,18.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6.18,44,0.22,0.05,0.02,0,0,0.29,,
Luis Rodríguez Pachuca,Luis Rodríguez,Pachuca,2023/2024,687,Lateral,0,0,0.03,0.04,0.79,0,33,1,0,0.04,0,0.04,1.18,0,0.04,1.18,0,0,0,0,0.07,1.97,-0.07,0.39,0.26,0.13,67,0.66,0,0.39,0.79,1.57,1.84,1.83,1.87,15.33,7.07,0.02,4.19,34.9,3.8,10.35,2.49,4.06,76,3.16,5,1.44,67,0.79,43,0.79,0,11.4,13.42,2.75,1.7,0.13,38.62,3.8,33,1.31,77,0.39,0,0,50.7,82,4.45,10,59,2.36,7.07,9,71,-10,49.17,7.99,0.36,0.38,42.58,98,4.96,13.76,1.31,1.05,0.26,0,0.66,1.7,0.13,20,0.39,30,0.13,29,68,4,26,72,2,20.96,18.77,0.94,93,-2.19,19.7,17.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,7.02,35,0.18,0.11,0.01,-0.01,0,0.29,,
Luis Rodríguez Juárez,Luis Rodríguez,Juárez,2023/2024,1630,Lateral,0,0,0.01,0.02,0.39,0,0,0,0,0,0.11,0.06,0.94,0.11,0.06,0.94,0,0,0,0.11,0.07,1.33,0.04,1.38,0.66,0.72,48,0.83,0,0.55,1.49,2.04,1.8,2.32,1.99,15.13,8.84,0.04,4.14,31.96,1.82,6.85,1.82,3.87,63,1.59,3.39,1.16,52,1.05,70,0.88,0,12.26,10.82,2.93,1.38,0.17,34.03,2.49,20,0.61,44,0.28,0,0,37.11,80,2.98,14,59,2.87,4.53,15,69,-11,48.2,4.2,0.26,0.29,33.8,94,4.99,7.46,0.88,0.72,0.17,0.11,0.66,1.38,0.06,50,0.55,45,0.17,26,66,8,33,60,7,20,17.97,0.95,99,-2.02,19.02,17.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,4.94,35,0.12,0.08,0.02,-0.01,0,0.2,,
Luis Sánchez Pachuca,Luis Sánchez,Pachuca,2023/2024,69,Lateral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,1.31,2.62,0.87,3.93,1.3,9.16,5.23,0,5.23,33.13,5.23,10.47,1.31,3.93,100,0.43,1.3,0,100,0,100,1.31,0,7.85,2.6,3.93,0,0,34.63,2.62,33,0,0,0,0,0,30.09,86,2.62,79,100,3.93,2.62,14,75,-11,48.62,1.31,0.15,0.15,26.17,95,5.17,2.62,0,0,0,0,0,0,0,0,0,0,0,36,50,14,50,50,0,17.03,15.4,1.02,120,-1.63,17.38,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1.31,14,0,0.09,0.29,0,0,0.38,,
Luís Roberto Cervantes Godinez,Luís Roberto Cervantes Godinez,León,2023/2024,719,Lateral,0.13,0.13,0.12,0.49,0.25,50,50,0,0,0.12,0,0.05,1,0,0.05,1,0,0,0,0.13,0.17,1.25,-0.05,1.25,0.88,0.38,70,0.75,0,1.13,1.38,0.88,0.84,1.13,1.12,21.27,9.64,0.02,3.38,38.08,2.25,7.38,3.75,4.63,79,3.53,4.37,1.38,61,1,16,0.38,0,16.14,14.48,2.38,4.25,0.38,41.05,5.88,36,2.75,65,0.25,0,0.13,25.65,77,0.88,15,41,1.25,2,13,71,-7,50,2.63,0.29,0.38,22.9,90,4.38,6.13,0.63,0.5,0.13,0.13,0.88,1.38,0,40,0.25,33,0.13,28,56,15,20,65,14,16.56,12.86,0.93,105,-3.7,15.37,13.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,4.22,27,0.05,0.06,0.09,0.06,0,0.27,,
Mateo Chávez García,Mateo Chávez García,Guadalajara,2023/2024,826,Lateral,0,0,0.02,0.06,0.33,0,0,0,0,0,0,0.11,1.2,0,0.11,1.09,0,0,0.11,0,0.13,1.52,-0.13,2.83,0.87,1.96,31,0.87,0.11,1.96,3.16,1.96,2.03,2.4,2.15,24.94,13.29,0,6.21,39.08,3.81,8.39,4.68,6.64,75,4.93,6.96,2.4,50,1.52,65,1.2,0.11,17.86,19.1,3.59,3.05,0.22,41.27,7.08,40,2.4,79,0.33,0,0,33.43,78,2.18,92,51,3.05,3.59,12,66,-12,52.23,4.79,0.36,0.41,33.11,86,4.7,9.15,1.2,1.09,0.11,0.22,0.98,2.07,0,64,1.09,50,0.11,28,59,13,25,62,13,19.09,17.92,0.95,77,-1.18,18.06,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,5.04,29,0.14,0.11,0.04,-0.02,0,0.27,,
Mauricio Isais,Mauricio Isais,Toluca,2023/2024,750,Lateral,0,0,0.02,0.04,0.36,0,33,0,0,0.01,0,0.02,0.12,0,0.02,0.12,0,0,0,0,0.03,0.48,-0.03,2.52,1.68,0.84,67,0.6,0,1.68,2.04,0.48,0.67,2.28,2.82,15.25,7.32,0.03,3.6,34.81,3,7.2,1.56,2.04,68,1.76,2.44,0.96,50,0.72,57,1.56,0,12.72,15.35,2.52,3.24,0.48,38.73,4.32,34,2.76,85,0.12,0,0,45.26,78,3.84,86,63,3.6,4.8,16,63,-14,48.38,5.64,0.36,0.36,43.46,92,4.14,8.52,0.6,0.48,0.12,0.12,0.96,1.44,0,60,0.48,27,0.12,24,65,11,30,55,15,20.89,20.93,0.96,104,0.04,20.05,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2.79,21,0.04,0.06,0,-0.02,0,0.09,,
